from,to
21574,69067
43108,69067
64449,46907
18060,68722
8133,69232
7206,69232
1540,21753
14154,48554
66323,66321
66323,4250
13265,46578
318,56462
15629,13625
69244,69067
69245,6094
40297,39380
41291,6094
62629,23179
17968,69236
7710,20793
42278,3995
7631,6094
13213,2841
52954,6094
24757,11142
1098,69264
62639,1532
250,65937
64449,46907
10696,58203
14450,38889
18756,69222
12310,1048
1056,11609
38624,69272
11115,1946
1345,19075
11260,20782
1223,6094
64308,64308
46472,46472
1310,1355
4961,8628
11260,15981
29404,3995
7710,1245
15887,26878
24891,52812
7460,17907
47071,1532
20233,41970
41291,18263
19475,19475
18739,2042
2233,69292
10696,19475
10696,1355
29316,6094
40297,61687
25485,69292
14901,67042
37103,69272
59018,532
405,11259
9652,69295
46214,532
15819,19475
51420,46495
1266,36554
10076,61815
37158,43129
50846,2837
4069,19475
50846,69310
67031,24221
13650,11142
6101,69312
14493,6094
2290,62471
1465,69313
1345,44651
11054,41666
4832,69323
32389,48745
35520,36452
5101,38889
14515,36688
21146,38889
1847,26522
21574,11142
3634,1437
14915,7206
3460,44651
4231,30081
2807,64387
24309,56920
11054,69341
6856,24965
26935,69272
18060,3847
35486,59209
36452,46551
36452,31092
14450,69356
61197,61197
20233,43054
18060,48334
9025,11259
27513,43928
19593,22131
69368,5094
7631,5094
59011,8369
56669,1034
1345,62201
32389,14155
1306,14155
69380,44362
69380,44362
8176,7262
40297,66528
3948,4281
69386,48866
69387,31310
43423,20391
22277,8628
40297,69353
9924,47837
15129,8628
4231,69356
2480,69320
5263,56851
3948,33018
38468,69389
13119,69313
658,24494
19045,47763
49,69392
11100,69320
37099,532
11100,14064
1650,51250
19593,69405
19593,69405
2554,69405
38319,7631
50846,43027
1516,11178
1358,22429
3684,4721
38624,37103
11417,66443
13972,4177
317,41075
1266,38852
64449,8369
317,9485
6518,69051
69419,40932
3948,34538
21051,47925
23193,27400
48142,69391
10366,10707
13265,58203
32389,69424
38566,40932
69429,532
61939,25256
2906,6094
13268,2318
13650,49122
1898,49122
68958,51323
8345,27400
69452,45188
2191,7952
75,26809
32332,5831
13650,11825
4040,69443
1946,26809
14515,66688
8430,11825
69461,8784
4600,10898
2807,10898
69463,69443
11142,51469
3077,391
4832,69466
11142,41075
29883,5756
62629,13904
14094,23950
450,450
26935,32460
23753,23753
12120,39322
14515,25356
32389,32460
1946,69488
42278,58802
26935,69474
75,1946
5496,38832
8799,69495
11142,69482
35593,58802
25229,64387
64449,39322
59178,1131
6348,24965
26809,23835
2807,1056
69194,66166
38566,69466
69507,6094
69470,69371
9025,47855
11142,69491
8846,8809
6647,1946
11100,8846
12705,69516
1698,10707
42537,42714
18756,5775
8008,69520
69194,22773
4231,37942
18060,69051
29697,431
75,8628
20460,20460
4600,46681
4600,37385
21815,8628
59248,66365
69534,47855
34544,37385
290,69531
41291,6094
50846,67140
66167,4692
33039,37385
1988,51420
1650,44768
20562,66678
69547,60810
6094,58218
25510,58218
69194,69533
1306,37385
25510,69533
6316,668
2926,37385
13972,58550
3075,60751
34518,34518
2480,668
40297,66365
34518,5690
1266,12481
60810,60810
22781,34538
11100,12481
18060,69475
18060,37103
51663,37103
14094,38889
18060,48334
53091,4423
23141,34538
2554,10035
69194,22773
6094,40780
27453,44768
11100,35482
36024,3948
23141,44768
11142,44768
11142,40780
9417,9417
58488,36098
8133,69371
27816,65800
13268,62491
2622,62491
7206,8628
4600,8628
2622,297
21051,36696
46104,46867
12166,69525
69584,40368
62629,69583
12325,48438
1840,21907
12547,69525
39351,69497
402,69525
12705,65878
66084,39843
1266,12481
61426,61426
13268,22606
75,69591
613,62491
3206,6094
35927,69559
14515,68473
1946,8628
11142,69610
48839,69573
69194,22773
17047,68473
59011,69546
454,66638
59011,64163
14915,41194
25229,43928
14094,61502
4231,61737
48839,69573
66688,14806
68305,56465
26766,37385
3684,6316
9253,69533
9672,4312
62367,5628
30081,2784
62434,8628
9652,38805
28104,13012
1898,69627
13972,62367
11926,6316
14450,4312
69630,58604
22846,2024
14915,8628
8430,69627
16510,34490
21815,4149
69642,69466
22277,8628
38947,4312
3521,35731
56150,39756
4333,69640
11142,13093
6316,6316
22846,31327
68305,69647
11260,45933
3711,69650
13650,48438
1345,5584
1441,58550
14094,21815
7666,4149
2554,69320
40297,69558
3106,6316
7108,64433
30062,38805
4231,58018
34671,3
3206,3199
69371,1173
27453,39082
57398,58018
6101,10206
4177,69558
11919,69667
391,21778
50265,47751
17773,17773
38805,10206
4600,2570
41291,41291
2503,45657
69678,1234
39421,69320
14915,8628
14450,34538
1306,297
17836,8628
4312,943
1898,10482
69486,10482
25590,41734
5712,5712
1056,10482
11100,10482
38947,8430
37555,69067
16510,10365
11919,50081
48094,69320
12978,30186
11260,45603
18050,1190
26935,66688
46867,46867
360,58804
1847,10482
69703,2841
290,18261
4231,20052
30186,6316
290,10605
6101,6316
17836,3199
1946,3199
69709,69335
4231,25358
68305,25358
14915,3199
1465,49105
4600,24494
6517,51008
68722,6316
48142,10035
69665,45212
391,66688
5712,5712
69665,19431
290,37103
32389,6316
4528,2784
62003,1345
956,51251
58975,58550
4428,21815
69733,5018
22878,32866
62629,38889
745,17047
25590,32460
6094,69709
43318,69653
7666,21815
5963,69709
3521,21815
68305,69591
360,4528
13650,51469
2926,69644
69709,18376
69709,57291
50846,44191
69760,1450
69709,11100
290,16943
48839,69226
25510,69763
391,69757
4639,27816
43054,24965
58057,4528
297,69757
1492,36554
7460,69766
1898,24132
68305,9485
66,34464
47925,69226
3075,26608
69525,69525
21815,21815
22989,34538
12310,69770
69775,8628
20302,69770
2689,2415
39521,33664
41593,69556
50846,62130
3106,69757
7717,69757
26935,46773
13113,69556
11142,69773
11142,69796
766,50874
8385,8628
32332,54667
9694,34538
297,69801
10696,69773
284,48552
4312,8799
1650,69782
68722,69757
18060,6094
11115,8106
468,12395
34538,34538
290,61471
4832,15570
10366,56462
68305,3824
11145,8106
62629,49045
55893,55893
34180,10909
4428,30827
13552,47294
45223,67140
16839,37646
5712,421
17644,47294
5712,10909
4231,16326
11716,55893
9449,69757
50846,67140
437,57280
44953,15242
49208,8799
4042,69525
22846,2720
2954,6094
2926,57278
53155,53155
391,16326
4600,69843
44143,24494
20052,22880
4600,69845
49208,66638
5101,33018
17581,69764
28104,2384
13972,69579
16326,22880
22131,36688
11926,33018
11260,66688
3753,5101
69862,5627
11682,69859
3711,33018
4832,38805
43737,33018
5101,5101
36721,24494
3824,1
6094,5628
11142,6094
10076,69757
437,56462
6518,43737
14915,40321
13650,6094
7743,6094
7206,8628
4961,5628
46214,6094
5101,10458
21815,66528
6094,33927
41970,6094
43054,11546
2503,41970
3948,51137
59248,69591
2954,33927
29491,8628
5963,30366
69902,62190
19475,41314
69907,8628
68305,56819
3199,60732
2039,56462
69909,31751
11009,38805
18060,69621
36721,30366
13158,9317
4312,27058
69868,27058
39521,60732
6647,38805
25510,11504
67140,67140
11260,69820
51419,1450
17047,66688
3272,11504
14154,34766
69444,11504
11142,69919
1946,39521
25510,69919
24706,7607
36721,64552
4600,43467
5712,69929
46975,6094
14094,69184
75,2362
11100,61532
1650,69922
14901,7360
69940,6094
11115,8628
1946,8628
12858,33468
67031,36067
8799,36931
18238,69184
23571,69922
20302,69938
2284,6779
2138,2138
62629,22296
22277,8628
69949,69887
3521,29730
3041,30721
43889,43889
1015,8217
52920,10518
26935,69887
32022,68660
13650,69845
9694,2616
11100,61532
317,44191
468,69953
12310,44191
290,3634
35626,69974
26885,1229
40324,65915
6518,40983
62629,57022
69954,40911
65878,11115
25485,8628
8032,69994
1988,16183
9025,69974
1703,43423
11919,10458
11926,43423
48839,3948
60810,69999
6094,69999
34538,34538
34538,34538
25358,70000
8217,9881
468,47638
1015,8217
11115,16678
381,381
4312,32660
7410,66688
7410,69763
15819,11115
4231,8419
48552,11115
25510,29316
70008,69895
290,2807
6794,29316
11919,15735
23572,29316
6856,6856
15819,29316
70005,68727
43737,29316
3199,15735
1587,29316
69194,36931
2926,29316
2926,2362
6518,29316
65801,69991
8008,15735
10366,6249
40023,10286
5229,70035
20597,11115
34490,34490
12547,57280
12705,70035
69194,69194
8938,38361
25485,24226
39521,3635
5712,5712
2554,6101
9924,68529
69940,6101
60556,29661
58975,58975
15819,33842
35626,6094
3816,70044
49208,20460
13650,36721
3206,2209
4149,70064
8176,35840
69940,36721
68305,70051
68305,38783
11919,48408
290,4961
2807,2209
11236,17243
48839,3621
47958,47958
18060,25437
10696,25437
11260,37503
69194,70059
37822,70079
13972,66688
1306,5712
20391,394
36721,35160
38624,6756
14154,16326
18263,6101
75,3199
11926,70100
1441,11142
17845,5712
37103,70100
47958,47958
6094,35160
75,48866
4832,70104
69194,33804
48839,25510
70116,2807
11142,41654
14450,41654
70119,43889
6094,60732
42278,41654
11115,26080
35626,60732
5712,60732
4144,68722
11260,6094
2503,24965
21278,21278
20302,70111
20302,16183
21278,56878
5712,4721
13972,16183
9091,41654
394,41562
7031,54369
5712,5712
5712,5712
23571,69525
1573,69525
50427,15735
3272,29316
2622,16183
3075,29316
56920,24541
47763,40640
6794,70137
454,29697
24953,39421
22277,41060
14340,6649
26218,70100
1441,1573
22277,416
2622,6094
69194,70138
70012,1047
70150,53127
391,47305
2209,2209
5712,5712
22277,416
36721,29316
7732,7732
26935,31317
49208,70156
35593,10898
9091,49129
10875,10875
11926,10035
1650,41103
23661,23661
1650,37118
25510,41103
11142,37118
6666,40911
47305,64057
16678,48481
11142,38805
57398,38805
2954,70110
7410,2530
11926,10365
75,48481
37103,70164
40821,10035
36862,33018
22277,48481
22277,48481
7410,46773
18060,54343
24201,30721
7108,64433
46975,6094
18060,58203
18238,70143
6094,70173
70179,2807
17773,38361
11919,630
4600,6094
12357,6094
5712,1047
5712,11920
11115,11115
5712,416
26935,24078
5101,41285
13265,63877
8588,23661
5015,68778
4961,56465
22989,25256
622,5482
70197,56465
24965,69838
75,8628
1946,20597
5712,586
5712,66
5712,11286
5712,4721
4832,14166
44169,8106
10366,36688
2503,69838
290,683
68305,4362
2807,8628
4600,8628
11142,62471
11260,70172
11142,10300
69194,70156
394,17913
5690,4707
290,69838
70175,38805
11926,38805
22277,18698
3684,5712
3684,5712
66,11317
22277,18698
18060,40862
26935,16183
6518,70171
3651,2011
13972,16183
12481,10035
6794,49822
2233,6094
70247,66034
5712,34490
14094,70233
17836,18698
454,66034
56553,54458
2622,2622
26935,53064
1811,2011
7383,57464
8112,10300
5712,8419
4231,11317
41953,20597
6756,11920
25510,48438
1056,11920
56465,56553
69194,69955
6094,6094
69991,4366
391,37808
37875,62130
13650,6094
22277,22019
391,48866
2530,2530
11260,70266
3380,37392
26935,4281
4600,8628
5712,34490
25485,8628
5743,38744
25485,54239
13119,70301
5712,11920
3380,8628
47763,70300
20302,54780
3380,8628
12120,68849
360,32022
48839,70295
70307,2865
25256,70295
69940,70295
11142,36554
7410,39261
11142,69992
7410,7410
26935,61629
5984,3106
35626,6094
450,53064
13650,2362
21146,62471
26935,69994
37103,37103
41486,11028
290,799
1847,70317
2290,70168
321,25229
70322,63877
34180,40983
24076,6094
14915,19510
8799,19510
13650,19510
43559,14425
37942,37942
14094,43559
27453,429
69194,70326
75,5301
8385,41060
7460,58203
4600,70331
2384,8628
39552,36987
38477,6094
70335,40549
41187,41187
402,68660
35394,70126
14450,70126
66,25229
39521,29783
13556,56938
11919,48408
13650,70331
11142,70341
48142,6214
13650,70342
37644,33018
11142,50614
14915,778
2000,778
26935,16183
11142,18335
11260,38805
56553,46866
11142,30726
297,25229
7410,18261
1898,52845
14154,25229
15629,42181
4832,70251
7644,38889
69194,16702
14154,30726
11142,38361
1227,70341
13650,61364
69244,70270
18060,30726
13972,16183
48481,70342
18060,3621
40297,41075
1345,36934
37822,53155
75,3621
43266,8628
65801,10365
9564,11504
8799,16183
22131,11640
69630,13139
1715,62562
15704,15704
1266,62562
8628,6094
3684,6094
20598,62562
62810,6094
48481,6094
16785,56462
32332,66582
4428,70373
22989,425
1450,3621
2622,2011
11142,31134
11142,70380
20302,2082
18060,58203
11142,70384
26935,16183
69586,69586
14450,70384
6794,29491
35840,70384
10475,14009
440,62562
70198,10605
5712,5712
70404,46719
4961,6094
24076,6094
6518,10547
35959,22500
35959,62652
1988,16183
5712,62652
13265,70370
70407,29316
2024,70119
11260,70403
16183,51380
5712,29783
5712,29783
69194,70326
8112,65
15743,16183
7410,70386
6872,19186
6872,303
5678,33741
9617,70370
18060,29491
49491,65
10076,64057
1098,6094
613,16183
3521,68722
18698,18698
5712,6094
51389,8628
5712,2784
70431,70341
8621,12481
70432,12481
1650,6094
25256,46290
41291,2784
34180,5002
70432,2290
11100,60561
4961,2784
64308,31324
25510,67107
26935,33018
8217,6094
18060,58604
42181,1645
11919,45057
48839,49603
25510,70418
2926,70452
18571,70452
8588,56465
14094,56465
56465,56465
1056,56465
18060,58018
58789,56465
613,56465
2233,56379
4600,69967
2233,70458
7076,70264
27453,46002
4832,69967
11546,11546
9025,56379
22878,20300
30081,13981
43266,8628
5340,56379
425,70461
290,70463
16702,27121
7666,58018
62629,33135
30755,58604
2233,8628
12487,8628
61532,44192
3948,51137
26080,2672
11926,44192
613,33135
9091,56553
3651,38805
27566,1645
18060,467
5712,1645
18060,48334
2000,6129
69429,1645
37002,37002
11142,39762
26935,70491
11142,70491
12120,33135
11142,62302
6129,4692
15002,6129
16888,70341
5498,63877
6129,13923
70501,1874
70478,32325
4832,70462
2554,13923
18060,15242
70453,70453
2039,4692
14447,51663
18060,49997
1345,70508
1345,1464
70300,47763
11640,11546
5712,4721
5712,1384
69194,50777
5340,4721
5340,5184
69851,69851
22131,6129
184,78
16183,61485
425,4177
20764,17164
25510,42721
15934,60483
41970,41970
4042,51663
50846,70521
26935,56191
6107,20764
14901,61426
37103,69573
70531,61426
6129,70528
4312,38168
11142,70529
14551,56191
14390,45653
38624,1358
6129,1645
13650,70528
22131,36688
1650,56465
70060,1358
48356,38805
41612,44162
13113,70533
3041,36688
297,5712
11142,3996
51389,7041
20186,6094
13265,3996
49753,70341
11142,66688
11142,36604
64141,66688
8857,36604
9430,4832
4556,4721
70355,18785
398,18785
2926,8628
30062,40983
59184,41071
7410,41071
5263,54541
11142,32019
3199,49997
69194,46298
11919,18785
2233,70564
2926,8628
18238,37644
48839,70567
69194,70567
29783,37021
32660,34445
2954,48334
6129,3824
42278,32019
34445,11054
24076,70564
2807,18086
11142,11054
11142,70572
38624,50874
25256,1532
2926,70264
6129,11054
35520,11054
47763,47763
22131,34256
3473,34256
7591,763
38236,20803
70595,16183
22989,70463
745,27121
40297,58203
44953,4298
20302,61629
1650,14233
12178,70264
36212,20595
70602,12176
13991,12930
297,12176
9924,49997
2503,24965
11919,8131
44953,10898
11142,10898
11142,955
11926,10898
70618,17836
28104,12176
20052,19545
13381,16023
25331,1441
4600,13625
6094,39359
2233,955
32216,10898
37103,13625
37103,69763
70622,1657
11142,41075
54396,54239
2233,34461
27121,69763
60435,12930
13265,24965
39762,39762
10366,66688
75,8628
17029,8628
11100,1492
70638,5357
35840,1492
69542,69542
18060,70647
11142,3460
2926,70653
4696,13302
2284,46460
13972,297
70618,2060
4158,70647
12898,70656
36721,60783
70618,1946
10926,955
2284,70666
9305,9305
22277,70653
2954,14233
68861,13647
37103,11765
14166,70672
11682,70647
41291,70676
6101,39359
1061,37612
2954,69586
75,8628
62810,70684
1231,70684
43054,70684
14901,70684
13119,44768
20186,5712
19276,70148
37103,70148
6094,11521
11260,70686
3959,38889
763,36554
48839,70686
9672,36554
2039,290
317,36554
70704,11920
37103,4047
37103,70574
14094,70676
39142,12176
451,15242
7460,60731
40297,5101
20787,50614
19276,41654
13972,66688
11919,6094
60535,57713
18060,46290
14515,46290
4428,70211
955,5712
13265,5101
56461,6342
2807,14233
3106,41283
54396,38989
48839,70148
29491,29491
68587,41075
27453,6342
297,297
70739,63877
49129,61472
17773,54396
20507,68687
5743,60691
2234,38966
35840,70731
3948,37103
2234,11115
22846,5792
13265,56989
7460,68372
20302,69320
4767,56989
10366,56462
67034,37612
2233,23661
13972,394
11142,36688
7460,16183
5712,61664
6794,15002
14094,66046
36721,61472
11599,51251
23141,16107
3803,70741
11926,70751
62593,59172
11142,25511
38566,44094
46290,46290
18060,38867
41291,70676
10366,14233
11142,69763
3684,22139
17907,22139
12120,22139
31475,44768
13113,45624
12120,61586
25229,5712
68742,1521
68742,1521
7460,39380
23193,16183
6101,70779
3075,8628
62629,70757
62629,70786
68366,56926
6129,69763
42047,70757
8588,70345
11142,38805
8588,70717
4832,70717
763,21907
17836,8628
297,38805
766,38805
11142,16215
13650,59239
17836,6101
8430,70787
1540,70345
39552,3635
61709,70809
38624,66686
11142,70816
11142,70190
1847,70816
11142,6094
18060,70119
2039,14233
7460,49
4767,3635
69940,25256
19475,70826
5712,10909
8133,184
5712,10909
11115,5627
41139,11504
4706,8008
5963,70829
11142,62241
1946,8133
54311,43915
35593,62241
46460,2284
22277,8628
60618,70826
18943,25256
13972,41654
69052,3621
59248,44250
14154,44250
11142,21564
3753,44250
3753,58203
1946,8133
6129,70760
70858,70760
70858,10035
11142,10035
6129,70853
19276,68564
48839,26659
38624,45947
1345,25511
3847,38832
13650,69533
13653,1688
70873,46681
14961,45933
10366,69533
22846,19475
11640,43795
37302,70809
56921,1916
40297,70881
2284,6976
40297,39380
3651,69533
11054,17218
19088,19088
78,184
4428,43198
1540,30500
11142,49673
11142,40023
11142,17218
55893,20302
13972,66288
48839,40023
12487,4354
763,290
1593,40023
11919,40023
70856,70856
43266,4354
1345,9485
8008,22763
2954,70222
23291,290
24953,35733
1139,41075
70926,4619
318,4649
35593,70928
11142,70928
20302,59239
66044,22277
5498,66365
4144,66288
7076,15934
26522,1358
11919,1358
4231,5792
70947,13093
11142,23980
70952,42511
11142,45615
425,70951
48142,37644
3106,1610
1907,22763
13650,70367
20186,6094
11100,36554
2807,36554
61299,33640
11926,6094
11142,10898
11142,61328
11682,70964
13972,70962
28104,1492
31310,34461
18060,58203
25309,61328
14094,70986
68222,35593
42864,2678
22277,1688
11919,66686
14497,70989
11919,12489
66825,66825
66623,39725
5010,7894
766,15915
1650,70809
5101,10898
13265,36563
13972,66688
71013,3635
59142,4362
18060,7089
49404,42371
4362,67140
4600,71015
19276,3635
13265,12087
11142,10898
1650,7894
9924,4556
14901,6666
27469,50099
11100,56325
11142,6094
61785,6666
19276,1355
9072,6094
70150,13625
18060,18060
59142,8415
11115,71011
4707,12402
11142,41075
75,2082
47763,41075
5712,41291
3075,41291
32389,36672
60435,36672
2503,24965
5101,6094
3948,39229
10265,32470
71040,70079
2480,23951
3460,46290
25510,36672
71045,6101
10366,23951
13265,43423
11142,46290
42047,46298
48859,54239
454,23951
12481,41075
7108,39380
18060,19088
317,46290
47116,47116
8621,71024
3847,71061
13650,17086
18060,17086
14497,38852
11142,38852
317,317
1056,31978
4832,49045
11919,23951
321,51251
2954,71042
14233,69525
6794,71074
30178,71070
2807,59322
11919,13625
3199,13625
11142,59322
290,18263
766,23951
75,18263
13625,13625
9025,71071
2363,71074
78,16183
35520,69466
318,69525
10368,45570
6129,4961
22989,8628
14094,46290
2954,4961
6094,1532
17907,46290
6094,6094
13139,52914
3684,4961
1463,70865
11142,71094
35840,12858
37644,35810
75,8628
5498,2757
2233,39815
36862,23951
3206,46852
7206,4423
6129,71102
658,10035
14094,1573
34180,10035
1056,71104
11926,7079
360,71111
4832,12713
14447,32022
8430,71096
11926,71110
14447,27870
71117,70494
78,6027
8719,71096
290,2841
34461,34461
34180,10035
4177,1106
57472,12858
6129,61629
39082,27453
71127,2702
2290,2147
56938,14319
40297,2147
3948,55893
3684,2954
13625,2954
7666,45347
13360,22052
51424,71126
71046,4842
4144,66688
60435,4842
36625,66688
766,23951
19088,19088
12905,32389
39521,39521
68599,68599
4144,71143
47722,15482
27121,27121
51223,71116
11926,13890
10368,13767
63996,11071
69016,38805
11142,71143
11142,71158
38624,6094
64212,303
40297,71166
6094,66230
4854,42864
2622,71171
71177,4961
36862,27203
39815,1532
18263,4961
11926,4961
71182,71166
40297,62735
31469,3282
13767,13625
4194,47763
11211,41654
37644,30999
14835,14835
11100,50081
17506,71190
5498,24965
25510,71164
1682,43354
26522,30999
2689,71102
15388,71180
297,39380
17773,71198
297,10273
360,4528
30375,23850
6574,5279
6518,9232
18263,8628
14447,29625
12120,46712
50846,9232
50846,15482
12120,71218
23141,41619
11142,3121
3634,6094
48839,71225
69591,69591
69827,41274
1345,2893
11640,44873
13972,71227
19276,6094
39552,2893
13972,66747
17773,71234
68305,36554
12481,71239
66,12395
6094,6094
47763,70300
468,31441
43954,50259
11142,46290
66,67140
11504,47294
16659,58550
19949,2841
31233,22002
6129,70317
11260,71225
44953,4423
22277,5034
6129,5034
11926,32631
40272,71200
11640,64534
38947,66471
8430,71225
290,64534
18060,71225
13650,71225
43423,56353
72268,25257
40023,31310
17118,56931
26935,2692
6129,72276
17261,71225
30186,57432
17734,67140
68599,68599
6129,72283
40297,72288
9924,24226
30691,12395
35626,49438
48839,71254
14450,67140
11919,71225
27121,69763
1682,64308
13265,26522
50388,35158
45347,15242
24563,32022
71046,10887
16702,50806
24916,16023
7076,23862
360,45347
23829,2893
6129,39115
4362,72311
36721,36721
16510,8628
70252,70252
69091,72317
6094,42181
13767,2620
13265,58203
20302,72317
1098,2893
806,57191
18943,25256
10076,24965
66288,72273
10718,11504
46510,25256
8588,66910
1056,10446
5263,5583
8430,18785
6094,6094
14450,10446
32538,44651
4149,66528
72328,12905
21684,5010
290,72317
9068,78
58072,9275
32389,72330
3948,51137
25485,24226
48839,72331
11640,8628
13265,45347
1946,57534
22989,72273
3822,62735
32741,32741
72351,49
6084,72350
22131,22131
11926,72350
11260,41654
13360,41654
2039,29337
8799,41654
3206,10035
4002,78
44860,43198
7402,32389
1682,1459
72327,12844
2362,290
25028,1056
46510,41654
11142,51579
20803,1459
14094,290
22277,3199
68305,59205
9072,290
12357,12419
806,73371
72294,40780
9025,10035
35626,4155
1946,2362
32985,10035
46510,58211
22131,8106
9652,1459
73383,5010
16537,8628
43266,8628
43266,8628
69143,24494
13972,62367
73388,2362
14009,48562
16537,8628
8799,3623
39521,73395
50901,47116
1450,16183
48866,43054
70355,10909
13650,41654
34180,1459
17836,12978
14094,38889
46510,13251
13650,51716
39004,73410
45027,2841
6856,63877
3859,8133
8385,4155
6084,39552
20186,51716
70739,63877
13650,24494
45347,37308
73430,33128
21815,37308
32389,73423
20507,42864
4231,73423
7150,26619
5010,5010
17047,71171
21051,58211
22,34538
13650,61629
22,34538
9232,73432
13972,47116
36466,34538
353,40460
1465,40460
13650,32355
48839,1946
26935,40460
26935,61629
26935,70572
4832,73436
12705,1946
5010,24021
45707,1946
4832,16702
11010,70572
6451,40460
18060,2306
39747,52914
3206,4155
15629,62154
6094,23064
50614,4745
2906,16702
73451,1047
440,23064
6518,2024
49208,36721
50846,45347
7460,38805
22846,68519
17581,38805
12166,53064
12482,73453
26935,29625
9072,4556
73467,70964
29319,29319
29625,29625
1946,1946
454,4556
23829,2893
36721,36721
9211,1229
25485,73469
72327,67107
360,3396
36672,11599
7813,72314
18060,6506
290,73423
6666,41075
1098,20343
20186,73469
19276,64466
22277,36688
5010,3969
73467,290
4312,11142
1682,7206
4312,11142
3206,4155
22878,11142
11142,73462
73430,11142
73493,14390
40,3822
2481,6506
29491,184
20026,5656
32985,35615
13972,41654
2554,41619
26002,1000
11260,6094
1015,73500
6094,73500
21291,73500
11260,73502
69775,73500
12481,61426
6129,73502
9025,73500
72327,52796
5010,52796
7076,36383
57583,11115
4600,5656
5010,8385
30186,16559
8430,18785
50614,50614
766,955
9502,2083
4556,469
24076,73483
6129,73412
16510,38805
1946,73508
15438,6032
61411,61411
7076,6094
38624,12947
3199,59028
73430,6094
7108,69063
6129,73529
1532,2575
1946,73508
72327,70190
39142,6094
8103,73536
26935,12489
12120,73535
8103,45
766,39142
29783,22051
5034,38889
11919,43701
5516,72288
11142,1358
23571,73547
15629,2082
18060,39142
25730,38862
2362,20597
8008,70190
8008,36904
36672,72288
42047,15946
36672,72288
67193,15860
40644,2082
39815,69724
1084,5094
73430,5712
62347,52842
1492,41938
4556,13693
60618,38052
14094,38889
39552,39552
11926,13693
49208,24611
5010,1
24309,36688
26935,2082
2689,57583
38448,2784
4351,56228
11260,11504
11640,3824
18060,48866
18060,2415
13650,61426
2480,61426
40,21815
34180,7607
5963,69974
11142,7311
11142,62241
13650,61426
5010,41075
297,10035
12482,43716
13650,43716
8628,5575
26935,43716
56198,2873
57405,11640
58628,1459
35840,2415
26935,5575
2554,73594
7460,53064
69507,14830
26935,53064
62675,21965
11025,11025
8628,38236
8602,7107
4832,73617
10941,70593
9044,71090
26935,34766
17945,34766
41654,1459
11919,73623
12402,30827
11142,73621
11142,7063
22989,8628
1056,7607
14094,49898
13650,49746
5516,70593
13650,7063
16659,66623
29241,39552
4053,4053
14895,41075
38624,23950
9652,42202
26935,54667
4678,2362
26522,10035
35593,56623
73647,16183
7666,72288
23141,16183
11142,16183
2503,24965
3206,57432
2,73649
13360,22389
11142,73657
3272,72288
2503,24965
11919,9232
290,24965
15629,73657
26935,51663
582,381
6129,1358
66682,24274
48866,73423
13650,56623
9684,24021
4312,38629
15629,73669
36103,73670
6950,70964
14447,5309
19276,73676
20052,73423
11142,9658
766,70997
290,9485
5010,41075
6950,4149
4119,2784
64650,1409
14094,9658
11025,11025
9232,10365
3380,32185
16510,10365
8751,11640
290,9317
22294,66678
22294,42100
5091,38290
35626,73698
57804,9485
57804,11504
35840,57804
11100,9317
19949,5309
13650,57784
73702,2039
766,68943
25510,1573
48839,57784
20186,36554
658,36554
35529,5309
10898,10898
1593,5575
43423,14105
73713,10330
34461,34461
29241,48408
10365,10365
10365,10365
64141,39229
22608,3106
26935,39229
61960,57571
7460,41654
19729,5309
22608,7494
381,381
13972,73708
6094,36939
8799,73658
12166,73716
45347,73380
14094,19276
34180,2233
39815,73724
45165,2841
8430,57506
25028,10909
55893,3922
20233,381
20302,73712
1056,10909
11640,2362
8857,36272
11260,73701
3206,10909
11260,56920
7076,5122
3206,40564
11919,40564
11919,1358
60618,19045
73734,54239
15629,1358
402,19860
73735,4558
68935,68935
26935,27828
290,27828
4600,8133
21940,21902
6129,36272
1096,73701
440,36939
4013,14497
22,25642
26935,40090
9684,19186
4312,9485
7076,12905
3503,5373
6574,65818
6856,19475
16659,73733
18060,19276
40549,4272
12905,70168
73755,23504
6999,73756
4435,73756
13288,41283
22608,71056
11142,73761
22608,72322
2954,70110
2362,1261
2362,65915
14094,68935
13972,31475
26538,1593
20186,35626
73430,16537
26935,41060
18060,4600
10366,73776
70593,54269
73783,41060
35183,73776
11142,50629
78,38566
16537,21519
3121,50629
1946,26319
14233,955
34180,2039
5498,73790
20787,14105
12310,73791
5712,32922
290,14105
63869,73658
32389,23504
4177,2039
8588,15946
73805,22051
68305,73807
13356,13356
6950,21014
8133,8628
4600,8628
8385,22051
1310,21014
6129,11115
8385,8628
50673,73791
4961,25490
1946,8628
43122,8799
454,15946
7076,57982
38468,23950
14450,30252
35840,73824
4428,70452
64499,64252
1046,5744
1946,70618
1946,70618
30691,40479
20302,22051
4600,61474
10909,10909
39374,73842
11919,30252
8588,6094
40653,2893
14450,1537
34180,1409
290,14233
73850,37659
68219,48547
12402,14105
11919,32922
13650,73851
19276,41060
26935,45494
8338,892
40297,46464
25256,22051
35593,69763
30726,56989
15629,64702
1946,8628
39142,30252
26538,30252
2811,238
73755,32389
62629,33232
70739,56989
26935,3075
78,3075
7294,33232
9253,69474
73879,42993
73881,37644
73884,9834
2663,3106
73885,3106
290,3106
60731,58180
13650,73887
70618,2415
16559,73874
12947,51694
73890,14663
11142,60731
7076,30252
57483,47499
